ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
40165,Cheryl Ann Gibson (-Brokop),F,16.0,173.0,59.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,
40165,Cheryl Ann Gibson (-Brokop),F,16.0,173.0,59.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Individual Medley,Silver
40196,Diane Jean Giebel (-Nuess),F,15.0,157.0,54.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Butterfly,
40241,Jess Gil Guttierez,M,17.0,167.0,60.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Individual",
40241,Jess Gil Guttierez,M,17.0,167.0,60.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Team",
40242,Jos Miguel Gil Caizares,M,17.0,168.0,62.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Diving,Diving Men's Springboard,
40261,Cindy Sue Gilbert (-Snow),F,15.0,186.0,60.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's High Jump,
40267,Jean Gilbert,F,16.0,,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Diving,Diving Women's Platform,
40277,Allen Thomas Gilchrist,M,16.0,,,Canada,CAN,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,
40277,Allen Thomas Gilchrist,M,16.0,,,Canada,CAN,1948 Summer,1948,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",
40277,Allen Thomas Gilchrist,M,16.0,,,Canada,CAN,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
40296,Alain C. Giletti,M,12.0,,,France,FRA,1952 Winter,1952,Winter,Oslo,Figure Skating,Figure Skating Men's Singles,
40296,Alain C. Giletti,M,16.0,,,France,FRA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Figure Skating,Figure Skating Men's Singles,
40364,"Joseph ""Joe"" Gilligan",M,17.0,174.0,68.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Lightweight, Freestyle",
40381,"Catherine Marie Blanche ""Katie"" Gillou (-Fenwick)",F,13.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,
40387,Marian Ulmer Gilman (-Sharpe),F,13.0,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 100 metres Backstroke,
40393,Crystal Gilmore,F,17.0,136.0,47.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,
40393,Crystal Gilmore,F,17.0,136.0,47.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,
40393,Crystal Gilmore,F,17.0,136.0,47.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,
40395,"Frederick Garfield ""Fred"" Gilmore",M,17.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Boxing,Boxing Men's Featherweight,Bronze
40416,Estela Gimnez Cid,F,17.0,165.0,43.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
40422,Madonna Isabelle Gimotea,F,17.0,157.0,42.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
40424,Antonio Gin Hernndez,M,17.0,166.0,60.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Lightweight,
40470,Gian Matteo Giordani,M,17.0,175.0,76.0,San Marino,SMR,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
40472,Andrea Fernanda Giordano Porri,F,16.0,,,Argentina,ARG,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Individual All-Around,
40472,Andrea Fernanda Giordano Porri,F,16.0,,,Argentina,ARG,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Floor Exercise,
40472,Andrea Fernanda Giordano Porri,F,16.0,,,Argentina,ARG,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Horse Vault,
40472,Andrea Fernanda Giordano Porri,F,16.0,,,Argentina,ARG,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Uneven Bars,
40472,Andrea Fernanda Giordano Porri,F,16.0,,,Argentina,ARG,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Balance Beam,
40481,"Francesco ""Franco"" Giorgetti",M,17.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Cycling,Cycling Men's Sprint,
40481,"Francesco ""Franco"" Giorgetti",M,17.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
40481,"Francesco ""Franco"" Giorgetti",M,17.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Cycling,Cycling Men's 50 kilometres,
40487,Virginia Giorgi,F,14.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Silver
40531,Xavier Girard,M,17.0,175.0,65.0,France,FRA,1988 Winter,1988,Winter,Calgary,Nordic Combined,Nordic Combined Men's Team,
40531,Xavier Girard,M,17.0,175.0,65.0,France,FRA,1988 Winter,1988,Winter,Calgary,Nordic Combined,Nordic Combined Men's Individual,
40555,Pamela Girimbabazi Rugabira,F,16.0,180.0,64.0,Rwanda,RWA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,
40562,Alejandro Gir,M,17.0,,,Argentina,ARG,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 10 kilometres Sprint,
40562,Alejandro Gir,M,17.0,,,Argentina,ARG,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 20 kilometres,
40569,Carlos Armando Girn Gutirrez,M,17.0,174.0,75.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Diving,Diving Men's Springboard,
40569,Carlos Armando Girn Gutirrez,M,17.0,174.0,75.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Diving,Diving Men's Platform,
40570,Esperanza Emma Girn Olivares,F,16.0,161.0,50.0,Mexico,MEX,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 100 metres,
40570,Esperanza Emma Girn Olivares,F,16.0,161.0,50.0,Mexico,MEX,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 200 metres,
40588,"rds Lilja ""Disa"" Gsladttir",F,15.0,170.0,56.0,Iceland,ISL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's High Jump,
40596,"Carolina Anna ""Lien"" Gisolf (-Verdam)",F,17.0,181.0,69.0,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's High Jump,Silver
40602,Kasey Giteau,F,17.0,187.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Freestyle,
40619,Guillermo Alberto Giumelli,M,17.0,,,Argentina,ARG,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Downhill,
40619,Guillermo Alberto Giumelli,M,17.0,,,Argentina,ARG,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
40619,Guillermo Alberto Giumelli,M,17.0,,,Argentina,ARG,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Slalom,
40719,Olga Vyacheslavovna Glatskikh,F,15.0,170.0,50.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
40748,Jelena Glebova,F,16.0,165.0,49.0,Estonia,EST,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Women's Singles,
40756,Knud Westrup Gleie,M,17.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 200 metres Breaststroke,
40801,Daniel A. Glomb,M,15.0,178.0,80.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Individual All-Around,Silver
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Bronze
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Horse Vault,
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Uneven Bars,Gold
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Balance Beam,
40868,Olga Gnedovskaya,F,14.0,175.0,60.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Backstroke,
40877,Go Gi-Hyeon,F,15.0,168.0,58.0,South Korea,KOR,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",Silver
40877,Go Gi-Hyeon,F,15.0,168.0,58.0,South Korea,KOR,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",Gold
40893,Go Un-Ho,M,17.0,,,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,
40893,Go Un-Ho,M,17.0,,,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,
40893,Go Un-Ho,M,17.0,,,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
40893,Go Un-Ho,M,17.0,,,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
40906,Barbara Gbel (-Ballerstedt),F,17.0,172.0,66.0,Germany,GER,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
40953,Tom Goder,M,17.0,,,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
40953,Tom Goder,M,17.0,,,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
40953,Tom Goder,M,17.0,,,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
41040,Gina Elena Gogean (-Groza),F,13.0,150.0,40.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Individual All-Around,
41040,Gina Elena Gogean (-Groza),F,13.0,150.0,40.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Silver
41040,Gina Elena Gogean (-Groza),F,13.0,150.0,40.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Floor Exercise,
41040,Gina Elena Gogean (-Groza),F,13.0,150.0,40.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Horse Vault,
41040,Gina Elena Gogean (-Groza),F,13.0,150.0,40.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Uneven Bars,
41040,Gina Elena Gogean (-Groza),F,13.0,150.0,40.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Balance Beam,
41040,Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,Silver
41040,Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Bronze
41040,Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,
41040,Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,Bronze
41040,Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,
41040,Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,Bronze
41069,Ancua Elena Goia,F,16.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
41137,"Sandra ""Sandi"" Goldsberry (-Tyler, -Woepse)",F,16.0,173.0,61.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's High Jump,
41150,Nancy Goldsmith,F,17.0,160.0,45.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Individual All-Around,
41150,Nancy Goldsmith,F,17.0,160.0,45.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,
41150,Nancy Goldsmith,F,17.0,160.0,45.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,
41150,Nancy Goldsmith,F,17.0,160.0,45.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,
41150,Nancy Goldsmith,F,17.0,160.0,45.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Balance Beam,
41151,Boris Adrin Goldstein,M,17.0,173.0,68.0,Argentina,ARG,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
41151,Boris Adrin Goldstein,M,17.0,173.0,68.0,Argentina,ARG,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Lightweight, Freestyle",
41158,Eugenia Golea,F,17.0,159.0,43.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,
41158,Eugenia Golea,F,17.0,159.0,43.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Silver
41158,Eugenia Golea,F,17.0,159.0,43.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
41158,Eugenia Golea,F,17.0,159.0,43.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault,
41158,Eugenia Golea,F,17.0,159.0,43.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
41158,Eugenia Golea,F,17.0,159.0,43.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
41187,Annefried Gllner,F,16.0,165.0,68.0,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Women's Singles,
41230,Angela Golz,F,15.0,162.0,46.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Individual All-Around,
41230,Angela Golz,F,15.0,162.0,46.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,
41230,Angela Golz,F,15.0,162.0,46.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,
41230,Angela Golz,F,15.0,162.0,46.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,
41230,Angela Golz,F,15.0,162.0,46.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,
41230,Angela Golz,F,15.0,162.0,46.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Balance Beam,
41253,Diana Duarte Gomes,F,15.0,167.0,54.0,Portugal,POR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,
41253,Diana Duarte Gomes,F,15.0,167.0,54.0,Portugal,POR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,
41261,Jorge Gomes,M,16.0,170.0,58.0,Angola,ANG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Butterfly,
41277,Ana Sofa Gmez Porras,F,16.0,156.0,46.0,Guatemala,GUA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,
41277,Ana Sofa Gmez Porras,F,16.0,156.0,46.0,Guatemala,GUA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,
41277,Ana Sofa Gmez Porras,F,16.0,156.0,46.0,Guatemala,GUA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,
41277,Ana Sofa Gmez Porras,F,16.0,156.0,46.0,Guatemala,GUA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,
41280,Beatriz Gmez Corts,F,17.0,169.0,61.0,Spain,ESP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,
41282,Carmen Gmez Camacho,F,14.0,158.0,50.0,Colombia,COL,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Butterfly,
41282,Carmen Gmez Camacho,F,14.0,158.0,50.0,Colombia,COL,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Butterfly,
41337,Roxana Gmez Caldern,F,17.0,169.0,49.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,
41342,Victor Gmez Javalera,M,17.0,174.0,75.0,Andorra,AND,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Super G,
41342,Victor Gmez Javalera,M,17.0,174.0,75.0,Andorra,AND,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
41344,Wilfredo Gmez,M,15.0,163.0,51.0,Puerto Rico,PUR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Flyweight,
41350,Ivan Gomina Paurmier,M,16.0,170.0,62.0,Colombia,COL,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Breaststroke,
41350,Ivan Gomina Paurmier,M,16.0,170.0,62.0,Colombia,COL,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Breaststroke,
41359,Margaret Olive Gomm (-Nash),F,15.0,,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 200 metres Breaststroke,
41368,Emmanuel Gonat,M,17.0,,,France,FRA,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,
41379,Joo Gonalves Filho,M,17.0,175.0,81.0,Brazil,BRA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
41379,Joo Gonalves Filho,M,17.0,175.0,81.0,Brazil,BRA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Backstroke,
41392,Nataliya Mikhaylovna Goncharova,F,16.0,155.0,50.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Synchronized Platform,Silver
41424,Gong Sang-Jeong,F,17.0,161.0,50.0,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold
41438,Rory Gonsalves,M,17.0,,,Antigua and Barbuda,ANT,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",
41444,Doris Elisabeth Gontersweiler-Vetterli,F,14.0,170.0,56.0,Switzerland,SUI,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,
41530,Hugo Gonzlez de Oliveira,M,17.0,192.0,82.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
41530,Hugo Gonzlez de Oliveira,M,17.0,192.0,82.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,
41602,Mario Gonzlez Montesinos,M,16.0,182.0,73.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,
41602,Mario Gonzlez Montesinos,M,16.0,182.0,73.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,
41617,Miguel Angel Gonzlez Davila,M,17.0,173.0,57.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,
41625,Olivia Gonzlez Prez,F,17.0,,,Mexico,MEX,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,
41683,Brian Stuart Goodell,M,17.0,173.0,67.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 400 metres Freestyle,Gold
41683,Brian Stuart Goodell,M,17.0,173.0,67.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
41692,Heather Gooding,F,14.0,,,Barbados,BAR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 800 metres,
41692,Heather Gooding,F,14.0,,,Barbados,BAR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,
41703,Gary Goodner,M,17.0,182.0,75.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,
41703,Gary Goodner,M,17.0,182.0,75.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,
41703,Gary Goodner,M,17.0,182.0,75.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
41703,Gary Goodner,M,17.0,182.0,75.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
41703,Gary Goodner,M,17.0,182.0,75.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Backstroke,
41703,Gary Goodner,M,17.0,182.0,75.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Butterfly,
41703,Gary Goodner,M,17.0,182.0,75.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
41704,Michael Goodner,M,15.0,180.0,69.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,
41704,Michael Goodner,M,15.0,180.0,69.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 400 metres Freestyle,
41704,Michael Goodner,M,15.0,180.0,69.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
41704,Michael Goodner,M,15.0,180.0,69.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
41705,Judy Kay Goodrich (-Walker),F,17.0,170.0,54.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Women's Foil, Individual",
41733,Colette Goossens,F,14.0,,,Belgium,BEL,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 200 metres Breaststroke,
41751,Karel Goppold z Lobsdorfu,M,17.0,,,Bohemia,BOH,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Individual",
41757,Sigrid Goral,F,16.0,162.0,55.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 800 metres Freestyle,
41778,Larisa Veniaminovna Gorchakova,F,16.0,174.0,57.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Backstroke,
41778,Larisa Veniaminovna Gorchakova,F,16.0,174.0,57.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Backstroke,
41785,"Yekaterina Aleksandrovna ""Katya"" Gordeyeva (-Grinkova, -Kulik)",F,16.0,,,Soviet Union-1,URS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Pairs,Gold
41802,Gayle Gordon (-Graham),F,16.0,164.0,58.0,Canada,CAN,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 1,000 metres",
41802,Gayle Gordon (-Graham),F,16.0,164.0,58.0,Canada,CAN,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 1,500 metres",
41823,"Helen Orr ""Elenor"" Gordon-McKay",F,15.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,
41827,"Deborah ""Debra"" Gore",F,17.0,178.0,60.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
41846,Laura Gorgerino,F,15.0,160.0,46.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
41938,Christine Lorraine Gosden,F,17.0,179.0,71.0,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 200 metres Breaststroke,
41943,Carl Heinrich Goler,M,15.0,,,"Germania Ruder Club, Hamburg-2",GER,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Gold
41960,"Donald Alexander ""Sandy"" Goss",M,17.0,193.0,89.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
41960,"Donald Alexander ""Sandy"" Goss",M,17.0,193.0,89.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
41960,"Donald Alexander ""Sandy"" Goss",M,17.0,193.0,89.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,
41960,"Donald Alexander ""Sandy"" Goss",M,17.0,193.0,89.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
41964,Agns Gosselin (-Tavernier),F,16.0,160.0,50.0,France,FRA,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Women's Singles,
41970,"Susanne ""Sue"" Gossick",F,16.0,168.0,52.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Diving,Diving Women's Springboard,
